Total_s150,Total_s220,Total_s380,Total_s66,Datum,Kabel_s150,Kabel_s220,Kabel_s380,Kabel_s66,Total_s132B,Kabel_s132B,Total_s66B,Kabel_s66B
2941774.978706558,4857296.785328758,1915187.110053111,6497879.09862277,2023-08-27,1020612.5651188076,25013.2090029019,22044.578658731843,1259927.4325454638,1,1,1,1
2941774.978706558,4857296.785328758,1915187.110053111,6497879.09862277,2023-08-28,1020612.5651188076,25013.2090029019,22044.578658731843,1259927.4325454638,1,1,1,1
2941774.978706558,4857296.785328758,1915187.110053111,6526584.6223130645,2023-08-29,1020612.5651188076,25013.2090029019,22044.578658731843,1270191.5433742525,1,1,1,1
2941774.978706558,4857296.785328758,1915187.110053111,6526927.044787511,2023-08-30,1020612.5651188076,25013.2090029019,22044.578658731843,1270191.5433742525,1,1,1,1
2941774.978706558,4857296.785328758,1915187.110053111,6526927.044787511,2023-08-31,1020612.5651188076,25013.2090029019,22044.578658731843,1270191.5433742525,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-02,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-03,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-04,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-05,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-06,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395987,2023-09-07,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-08,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-09,1187273.3844698863,25013.209002901902,22044.578658731843,1319810.3889827277,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-10,1187273.3844698863,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-11,1187273.3844698863,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6583027.729981803,2023-09-12,1187273.3844698863,25013.2090029019,22044.578658731843,1326292.2285685448,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6583027.729981803,2023-09-13,1187273.3844698863,25013.2090029019,22044.578658731843,1326292.2285685448,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6583027.729981803,2023-09-14,1187273.3844698863,25013.2090029019,22044.578658731843,1326292.2285685448,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6583027.729981803,2023-09-15,1187273.3844698863,25013.2090029019,22044.578658731843,1326292.2285685448,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-16,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
