Total_s150,Total_s220,Total_s380,Total_s66,Datum,Kabel_s150,Kabel_s220,Kabel_s380,Kabel_s66,Total_s132B,Kabel_s132B,Total_s66B,Kabel_s66B
2941774.978706558,4857296.785328758,1915187.110053111,6497879.09862277,2023-08-27,1020612.5651188076,25013.2090029019,22044.578658731843,1259927.4325454638,1,1,1,1
2941774.978706558,4857296.785328758,1915187.110053111,6497879.09862277,2023-08-28,1020612.5651188076,25013.2090029019,22044.578658731843,1259927.4325454638,1,1,1,1
2941774.978706558,4857296.785328758,1915187.110053111,6526584.6223130645,2023-08-29,1020612.5651188076,25013.2090029019,22044.578658731843,1270191.5433742525,1,1,1,1
2941774.978706558,4857296.785328758,1915187.110053111,6526927.044787511,2023-08-30,1020612.5651188076,25013.2090029019,22044.578658731843,1270191.5433742525,1,1,1,1
2941774.978706558,4857296.785328758,1915187.110053111,6526927.044787511,2023-08-31,1020612.5651188076,25013.2090029019,22044.578658731843,1270191.5433742525,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-02,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-03,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-04,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-05,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-06,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395987,2023-09-07,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3015768.1415440054,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-08,1094605.727956255,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-09,1187273.3844698863,25013.209002901902,22044.578658731843,1319810.3889827277,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-10,1187273.3844698863,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6576545.890395986,2023-09-11,1187273.3844698863,25013.2090029019,22044.578658731843,1319810.3889827277,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6583027.729981803,2023-09-12,1187273.3844698863,25013.2090029019,22044.578658731843,1326292.2285685448,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6583027.729981803,2023-09-13,1187273.3844698863,25013.2090029019,22044.578658731843,1326292.2285685448,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6583027.729981803,2023-09-14,1187273.3844698863,25013.2090029019,22044.578658731843,1326292.2285685448,1,1,1,1
3122688.3229016047,4857296.785328758,1915187.110053111,6583027.729981803,2023-09-15,1187273.3844698863,25013.2090029019,22044.578658731843,1326292.2285685448,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-16,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-17,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-18,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-19,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-20,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-21,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-22,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-23,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-24,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
3138972.638684742,4857296.785328758,1915187.110053111,6600063.0496942215,2023-09-25,1202643.698565634,25013.2090029019,22044.578658731843,1333020.7980553142,1,1,1,1
3157680.722928094,4857296.785328758,1915187.110053111,6571157.273369121,2023-09-26,1205126.0473272,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157680.722928094,4857296.785328758,1915187.110053111,6571157.273369121,2023-09-27,1205126.0473272,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157680.722928094,4857296.785328758,1915187.110053111,6571157.273369121,2023-09-28,1205126.0473272,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157680.722928094,4857296.785328758,1915187.110053111,6571157.273369121,2023-09-29,1205126.0473272,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123509,2023-09-30,1205104.180882255,25013.209002901902,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-01,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-02,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-03,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-04,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-05,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-06,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-07,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-08,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-09,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-10,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-11,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-12,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-13,1205104.180882255,25013.209002901902,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-14,1205104.180882255,25013.209002901902,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-15,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-16,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-17,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-18,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-19,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-20,1205104.180882255,25013.209002901902,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-21,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-22,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-23,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-24,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3157658.8564831493,4857296.785328758,1915187.110053111,6565545.187123508,2023-10-25,1205104.180882255,25013.2090029019,22044.578658731843,1332876.168914912,1,1,1,1
3162410.792264012,4931389.762038622,1933006.4713207898,6461447.129468929,2023-10-26,1209856.116663118,25119.814821854165,28049.7849802,1336724.2585617243,1,1,1,1
3162410.792264012,4931389.762038622,1933006.4713207898,6461447.129468929,2023-10-31,1209856.116663118,25119.814821854165,28049.7849802,1336724.2585617243,1,1,1,1
3162410.792264012,4931389.762038622,1933006.4713207898,6461447.129468929,2023-11-01,1209856.116663118,25119.814821854165,28049.7849802,1336724.2585617243,1,1,1,1
3162410.792264012,4931389.762038622,1933006.4713207898,6461447.129468929,2023-11-02,1209856.116663118,25119.814821854165,28049.7849802,1336724.2585617243,1,1,1,1
3162410.792264012,4931389.762038622,1933006.4713207898,6461447.129468929,2023-11-03,1209856.116663118,25119.814821854165,28049.7849802,1336724.2585617243,1,1,1,1
3162410.792264012,4931389.762038622,1933006.4713207898,6461447.129468929,2023-11-04,1209856.116663118,25119.814821854165,28049.7849802,1336724.2585617243,1,1,1,1
3162410.792264012,4931389.762038622,1933006.4713207898,6461447.129468929,2023-11-05,1209856.116663118,25119.814821854165,28049.7849802,1336724.2585617243,1,1,1,1
3162410.792264012,4931389.762038622,1933006.4713207898,6461447.129468929,2023-11-06,1209856.116663118,25119.814821854165,28049.7849802,1336724.2585617243,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-07,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-08,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-09,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-10,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-11,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-12,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-13,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-14,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-15,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-16,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-17,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-18,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-19,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-20,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-21,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-22,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-23,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-24,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-25,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-26,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7242941.5023088185,2023-11-27,1245223.4544566353,25119.814821854165,28049.7849802,1555767.7803025355,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7267609.957457868,2023-11-28,1245223.4544566353,25119.814821854165,28049.7849802,1559392.170758033,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7267609.957457868,2023-11-29,1245223.4544566353,25119.814821854165,28049.7849802,1559392.170758033,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7267609.957457868,2023-11-30,1245223.4544566353,25119.814821854165,28049.7849802,1559392.170758033,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7267609.536264007,2023-12-01,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7267609.536264007,2023-12-02,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7267609.536264007,2023-12-03,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7267609.536264007,2023-12-04,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931389.762038622,1933006.4713207898,7267609.536264007,2023-12-05,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-06,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-07,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-08,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-09,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-10,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-11,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3622837.6958263665,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-12,1245223.4544566353,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3623316.5343114315,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-13,1245702.2929417002,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3623316.5343114315,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-14,1245702.2929417002,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3623316.5343114315,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-15,1245702.2929417002,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3623316.5343114315,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-16,1245702.2929417002,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
3623316.5343114315,4931522.003521794,1933006.4713207898,7267559.306610147,2023-12-17,1245702.2929417002,25119.814821854165,28049.7849802,1559391.7495641715,1,1,1,1
